time,open,high,low,close,Plot,Plot,Plot,Plot,SMA #1,SMA #2,SMA #3,VWAP
2024-01-19T13:30:00-05:00,4825.33,4832.43,4825.33,4832.2,NaN,NaN,NaN,NaN,4806.292999999995,4763.036400000001,4750.818449999996,4802.216994088962
2024-01-19T14:00:00-05:00,4832.21,4842.07,4831.1,4835.37,NaN,NaN,NaN,NaN,4811.734999999995,4764.207600000001,4751.057899999996,4805.06703340336
2024-01-19T14:30:00-05:00,4835.74,4838.03,4829.18,4837.9,NaN,NaN,NaN,NaN,4816.071999999995,4765.394000000001,4751.294099999996,4807.380415060636
2024-01-19T15:00:00-05:00,4837.84,4840.97,4834.19,4836.97,NaN,NaN,NaN,NaN,4820.190999999995,4766.6238,4751.535949999996,4809.973536818064
2024-01-19T15:30:00-05:00,4837.09,4840.12,4834.6,4839.02,NaN,NaN,NaN,1e+21,4824.235999999995,4768.0326000000005,4751.788649999996,4814.992663495026
2024-01-19T16:00:00-05:00,4839.67,4839.82,4839.67,4839.82,NaN,NaN,NaN,NaN,4827.773999999995,4769.616600000001,4752.028299999995,4819.011244383505
2024-01-22T09:30:00-05:00,4853.42,4867.86,4853.42,4866.62,NaN,NaN,NaN,NaN,4833.9999999999945,4771.8292,4752.410599999996,4862.361544455878
2024-01-22T10:00:00-05:00,4866.76,4868.41,4858.77,4860.1,NaN,NaN,NaN,NaN,4839.097999999995,4773.7102,4752.773949999995,4862.489404882832
2024-01-22T10:30:00-05:00,4858.62,4859.26,4849.62,4850.94,NaN,NaN,NaN,NaN,4842.414999999995,4775.5932,4753.1099499999955,4860.357249133296
2024-01-22T11:00:00-05:00,4851.01,4857.04,4847.19,4856.17,NaN,1e+21,NaN,NaN,4845.510999999995,4777.6728,4753.473999999996,4859.145146384423
2024-01-22T11:30:00-05:00,4856.37,4857.63,4851.22,4856.46,NaN,NaN,NaN,NaN,4847.936999999995,4779.610000000001,4753.826699999996,4858.587829135527
2024-01-22T12:00:00-05:00,4856.52,4857.45,4848.78,4854.9,NaN,NaN,1e+21,NaN,4849.889999999995,4781.5722000000005,4754.176249999996,4858.088149988511
2024-01-22T12:30:00-05:00,4854.93,4856.06,4851.12,4853.47,NaN,NaN,NaN,NaN,4851.446999999995,4783.321,4754.581049999996,4857.709514809331
2024-01-22T13:00:00-05:00,4853.5,4853.5,4844.05,4844.79,NaN,NaN,NaN,NaN,4852.228999999995,4784.897000000001,4755.015499999997,4857.111511773761
2024-01-22T13:30:00-05:00,4844.69,4855.19,4844.55,4854.15,NaN,NaN,NaN,NaN,4853.741999999995,4787.406800000001,4755.483549999996,4856.6586533425625
2024-01-22T14:00:00-05:00,4854.33,4855.59,4846.52,4851.56,NaN,NaN,NaN,NaN,4854.915999999996,4789.75,4755.971399999996,4856.324812618087
2024-01-22T14:30:00-05:00,4851.55,4853.23,4848.61,4852.09,NaN,NaN,NaN,NaN,4853.462999999995,4792.069200000001,4756.414949999997,4855.977679860272
2024-01-22T15:00:00-05:00,4852.3,4857.43,4849.16,4856.8,NaN,NaN,NaN,NaN,4853.132999999996,4794.3786,4756.882149999996,4855.747629687022
2024-01-22T15:30:00-05:00,4856.83,4857.39,4849.86,4850.49,NaN,NaN,NaN,1e+21,4853.087999999995,4796.629199999999,4757.291799999996,4855.174085701055
2024-01-22T16:00:00-05:00,4850.62,4850.62,4850.44,4850.44,NaN,NaN,NaN,NaN,4852.514999999995,4799.0152,4757.700499999996,4854.491495303118
2024-01-23T09:30:00-05:00,4856.8,4858.98,4850.73,4855.49,NaN,NaN,NaN,NaN,4852.417999999995,4801.467799999999,4758.1077499999965,4854.6213144338
2024-01-23T10:00:00-05:00,4855.67,4858.01,4850.43,4854.1,NaN,NaN,NaN,NaN,4852.337999999995,4804.0902,4758.499149999996,4854.619841063693
2024-01-23T10:30:00-05:00,4854.21,4854.33,4845.97,4847.8,NaN,NaN,NaN,NaN,4851.770999999995,4806.5996,4758.876049999996,4853.238360765293
2024-01-23T11:00:00-05:00,4847.88,4852.03,4844.8,4845.89,NaN,1e+21,NaN,NaN,4851.880999999996,4808.949799999999,4759.256399999997,4852.293624918172
2024-01-23T11:30:00-05:00,4845.86,4850.88,4844.37,4850.79,NaN,NaN,NaN,NaN,4851.544999999996,4811.348,4759.813799999996,4851.596071758702
2024-01-23T12:00:00-05:00,4850.76,4851.02,4846.61,4847.77,NaN,NaN,1e+21,NaN,4851.165999999996,4813.8088,4760.371399999996,4851.293650815852
2024-01-23T12:30:00-05:00,4847.81,4855.29,4846.41,4854.84,NaN,NaN,NaN,NaN,4851.440999999995,4816.1274,4760.971899999997,4851.165865214377
2024-01-23T13:00:00-05:00,4854.82,4855.32,4852.14,4852.95,NaN,NaN,NaN,NaN,4851.055999999995,4818.401999999999,4761.5310999999965,4851.362042147388
2024-01-23T13:30:00-05:00,4853.06,4855.6,4851.14,4855.33,NaN,NaN,NaN,NaN,4851.539999999995,4820.4094,4762.060849999997,4851.505204971026
2024-01-23T14:00:00-05:00,4855.31,4856.06,4852.03,4853.47,NaN,NaN,NaN,NaN,4851.842999999995,4822.326,4762.590499999997,4851.671374837495
2024-01-23T14:30:00-05:00,4853.51,4860.29,4851.97,4858.84,NaN,NaN,NaN,NaN,4852.177999999995,4824.325,4763.162749999997,4852.007639356522
2024-01-23T15:00:00-05:00,4858.85,4864.78,4857.52,4862.19,NaN,NaN,NaN,NaN,4852.9869999999955,4826.307199999999,4763.749649999997,4852.840685384694
2024-01-23T15:30:00-05:00,4862.1,4866.48,4858.91,4864.06,NaN,NaN,NaN,1e+21,4854.612999999996,4828.373,4764.373499999996,4854.657465376168
2024-01-23T16:00:00-05:00,4864.32,4864.62,4864.32,4864.61,NaN,NaN,NaN,NaN,4856.484999999995,4830.632799999999,4765.011499999996,4855.899104447054
2024-01-24T09:30:00-05:00,4888.56,4893.6,4885.65,4887.07,NaN,NaN,NaN,NaN,4860.112999999996,4833.421599999999,4765.810249999996,4889.173801963959
2024-01-24T10:00:00-05:00,4887.06,4891.38,4880.06,4890.88,NaN,NaN,NaN,NaN,4864.423999999995,4836.3744,4766.630749999996,4888.143848562759
2024-01-24T10:30:00-05:00,4890.96,4901.29,4889.83,4895.15,NaN,NaN,NaN,NaN,4868.4549999999945,4839.1628,4767.397249999996,4889.946417313538
2024-01-24T11:00:00-05:00,4895.13,4897.76,4890.78,4895.22,NaN,1e+21,NaN,NaN,4872.681999999995,4841.6208,4768.159249999996,4890.7956857658855
2024-01-24T11:30:00-05:00,4895.26,4899.56,4892.91,4899.06,NaN,NaN,NaN,NaN,4877.054999999995,4844.1334,4769.072949999996,4891.45735798903
2024-01-24T12:00:00-05:00,4898.99,4900.72,4894.21,4898.92,NaN,NaN,1e+21,NaN,4881.599999999995,4846.5174,4770.001549999996,4892.15267295775
2024-01-24T12:30:00-05:00,4899.04,4903.68,4899.04,4903.15,NaN,NaN,NaN,NaN,4886.030999999995,4848.971399999999,4770.960049999996,4893.0110800991115
2024-01-24T13:00:00-05:00,4903.24,4903.26,4890.77,4895.93,NaN,NaN,NaN,NaN,4889.404999999995,4851.271,4771.8658499999965,4893.243799328242
2024-01-24T13:30:00-05:00,4895.94,4896.1,4885.42,4888.93,NaN,NaN,NaN,NaN,4891.891999999995,4853.159000000001,4772.7574499999955,4892.907813826623
2024-01-24T14:00:00-05:00,4888.94,4889.31,4875.72,4877.7,NaN,NaN,NaN,NaN,4893.2009999999955,4854.7973999999995,4773.580299999996,4892.058183738341
2024-01-24T14:30:00-05:00,4877.67,4886.13,4876,4880.87,NaN,NaN,NaN,NaN,4892.580999999996,4856.4434,4774.378349999996,4891.25523019487
2024-01-24T15:00:00-05:00,4880.93,4884.21,4869.76,4870.45,NaN,NaN,NaN,NaN,4890.537999999995,4857.7636,4775.124549999996,4889.878150280592
2024-01-24T15:30:00-05:00,4870.51,4879.46,4865.94,4869.02,NaN,NaN,NaN,1e+21,4887.924999999996,4859.0568,4775.878449999996,4886.638978759987
2024-01-24T16:00:00-05:00,4869.13,4869.13,4868.54,4868.54,NaN,NaN,NaN,NaN,4885.256999999996,4860.245199999999,4776.584149999996,4884.307539291776
2024-01-25T09:30:00-05:00,4886.66,4891.28,4882.81,4887.32,NaN,NaN,NaN,NaN,4884.082999999996,4861.6362,4777.4208999999955,4888.01841760942
2024-01-25T10:00:00-05:00,4888.15,4898.15,4884.85,4895.87,NaN,NaN,NaN,NaN,4883.777999999996,4863.0494,4778.347949999996,4889.409880538278
2024-01-25T10:30:00-05:00,4895.96,4896.79,4884.19,4887.27,NaN,NaN,NaN,NaN,4882.189999999995,4864.1508,4779.262549999996,4889.185104889735
2024-01-25T11:00:00-05:00,4887.24,4893.54,4883.61,4893.25,NaN,1e+21,NaN,NaN,4881.921999999995,4865.3084,4780.204699999996,4889.159091066697
2024-01-25T11:30:00-05:00,4893.29,4896.09,4888.62,4891.38,NaN,NaN,NaN,NaN,4882.166999999995,4866.378,4781.130849999996,4889.59032008641
2024-01-25T12:00:00-05:00,4891.45,4892.89,4879.99,4881.84,NaN,NaN,1e+21,NaN,4882.580999999995,4867.2754,4781.964649999995,4888.976822059522
2024-01-25T12:30:00-05:00,4881.87,4883.22,4876.83,4881.07,NaN,NaN,NaN,NaN,4882.600999999995,4868.1164,4782.790949999996,4888.009639270018
2024-01-25T13:00:00-05:00,4881.12,4888.43,4875.98,4877.99,NaN,NaN,NaN,NaN,4883.354999999995,4868.8798,4783.562649999995,4887.42791699571
2024-01-25T13:30:00-05:00,4877.99,4883.46,4873.48,4874.63,NaN,NaN,NaN,NaN,4883.915999999996,4869.04,4784.3653499999955,4886.76258184566
2024-01-25T14:00:00-05:00,4874.77,4877.7,4869.34,4876.91,NaN,NaN,NaN,NaN,4884.752999999995,4869.3762,4785.185199999996,4885.718892270827
2024-01-25T14:30:00-05:00,4876.93,4881.76,4873.42,4881.71,NaN,NaN,NaN,NaN,4884.191999999995,4869.991599999999,4786.050699999996,4885.109145057392
2024-01-25T15:00:00-05:00,4881.75,4883.79,4878.51,4880.64,NaN,NaN,NaN,NaN,4882.668999999994,4870.481,4786.902599999996,4884.819635227673
2024-01-25T15:30:00-05:00,4880.67,4895.04,4879.83,4895.04,NaN,NaN,NaN,1e+21,4883.4459999999945,4871.2526,4787.836199999996,4885.551820373417
2024-01-25T16:00:00-05:00,4894.98,4894.98,4894.16,4894.17,NaN,NaN,NaN,NaN,4883.537999999995,4872.038,4788.792849999995,4886.59821576516
2024-01-26T09:30:00-05:00,4888.91,4897.94,4887.74,4892.53,NaN,NaN,NaN,NaN,4883.652999999995,4872.8192,4789.735949999996,4893.257251118409
2024-01-26T10:00:00-05:00,4892.73,4897.8,4885.86,4897.39,NaN,NaN,NaN,NaN,4885.207999999995,4873.8712,4790.723899999995,4892.481772910493
2024-01-26T10:30:00-05:00,4897.36,4906.01,4896.68,4906.01,NaN,NaN,NaN,NaN,4887.701999999996,4874.9084,4791.807699999996,4894.865873121561
2024-01-26T11:00:00-05:00,4906.01,4906.69,4899.26,4902.4,NaN,1e+21,NaN,NaN,4890.142999999995,4875.925200000001,4792.876249999996,4896.0737032119105
2024-01-26T11:30:00-05:00,4902.45,4903.57,4896.59,4902.82,NaN,NaN,NaN,NaN,4892.961999999995,4876.9398,4793.892499999996,4896.6533865613765
2024-01-26T12:00:00-05:00,4902.81,4904.43,4898.32,4899.39,NaN,NaN,1e+21,NaN,4895.209999999995,4877.7916,4794.826299999996,4897.186440212924
2024-01-26T12:30:00-05:00,4899.49,4899.49,4882.93,4885.84,NaN,NaN,NaN,NaN,4895.622999999994,4878.4986,4795.659899999996,4896.370748068096
2024-01-26T13:00:00-05:00,4885.84,4890.48,4883.5,4889.23,NaN,NaN,NaN,NaN,4896.4819999999945,4879.2744,4796.561399999996,4895.624961073711
2024-01-26T13:30:00-05:00,4889.38,4890.38,4881.47,4885.3,NaN,NaN,NaN,NaN,4895.507999999994,4879.8706,4797.461599999996,4894.906683753596
2024-01-26T14:00:00-05:00,4885.25,4889.91,4885.1,4887.41,NaN,NaN,NaN,NaN,4894.831999999994,4880.5368,4798.4451999999965,4894.40564955917
2024-01-26T14:30:00-05:00,4887.38,4896.75,4885.21,4895.26,NaN,NaN,NaN,NaN,4895.104999999994,4881.486,4799.456599999996,4894.222090618739
2024-01-26T15:00:00-05:00,4895.29,4895.77,4889.28,4890.08,NaN,NaN,NaN,NaN,4894.373999999994,4882.3697999999995,4800.430199999996,4894.13684741363
2024-01-26T15:30:00-05:00,4890.1,4892.67,4886.25,4890.06,NaN,NaN,NaN,1e+21,4892.778999999994,4883.155199999999,4801.376849999997,4893.323164706165
2024-01-26T16:00:00-05:00,4890.66,4890.97,4890.66,4890.96,NaN,NaN,NaN,NaN,4891.634999999995,4884.018999999999,4802.335349999997,4893.019819564183
2024-01-29T09:30:00-05:00,4892.05,4897.67,4890.04,4896.46,NaN,NaN,NaN,NaN,4890.998999999994,4884.851399999999,4803.392099999996,4894.56495260175
2024-01-29T10:00:00-05:00,4896.78,4898.44,4889.96,4892.3,NaN,NaN,NaN,NaN,4890.2899999999945,4885.6384,4804.420099999997,4894.745258541996
2024-01-29T10:30:00-05:00,4892.47,4894.9,4887.89,4888.82,NaN,NaN,NaN,NaN,4890.587999999994,4886.3081999999995,4805.380949999997,4893.704975627685
2024-01-29T11:00:00-05:00,4888.93,4893.95,4887.4,4893.54,NaN,1e+21,NaN,NaN,4891.018999999994,4887.1096,4806.362499999997,4893.2024042636785
2024-01-29T11:30:00-05:00,4893.39,4897.62,4893.27,4897.14,NaN,NaN,NaN,NaN,4892.202999999994,4887.875599999999,4807.273349999998,4893.5381636885295
2024-01-29T12:00:00-05:00,4897.17,4900.48,4894.95,4898.18,NaN,NaN,1e+21,NaN,4893.279999999994,4888.5954,4808.178049999998,4893.960084153392
2024-01-29T12:30:00-05:00,4898.28,4901.48,4895.22,4897.54,NaN,NaN,NaN,NaN,4893.507999999994,4889.264999999999,4809.061299999998,4894.414220911202
2024-01-29T13:00:00-05:00,4897.54,4900.22,4894.56,4899.89,NaN,NaN,NaN,NaN,4894.488999999994,4889.9706,4809.954949999998,4894.657104124327
2024-01-29T13:30:00-05:00,4899.91,4901,4897.61,4897.62,NaN,NaN,NaN,NaN,4895.2449999999935,4890.181599999999,4810.812149999998,4895.0148572329
2024-01-29T14:00:00-05:00,4897.65,4904.69,4896.77,4903.52,NaN,NaN,NaN,NaN,4896.500999999995,4890.434399999999,4811.7064999999975,4895.533127374823
2024-01-29T14:30:00-05:00,4903.67,4906.53,4903.11,4904.75,NaN,NaN,NaN,NaN,4897.329999999994,4890.626399999999,4812.569699999998,4896.239811003821
2024-01-29T15:00:00-05:00,4905.07,4929.31,4905.03,4925.1,NaN,NaN,NaN,NaN,4900.609999999994,4891.223999999999,4813.539399999998,4898.9720730078825
2024-01-29T15:30:00-05:00,4925.14,4929.03,4919.89,4928.21,NaN,NaN,NaN,1e+21,4904.548999999994,4891.806999999999,4814.491849999998,4903.85360098454
2024-01-29T16:00:00-05:00,4928.23,4928.23,4927.89,4927.94,NaN,NaN,NaN,NaN,4907.988999999993,4892.387399999999,4815.398649999997,4907.723337621478
2024-01-30T09:30:00-05:00,4924.81,4928.85,4921.94,4928.42,NaN,NaN,NaN,NaN,4911.116999999994,4892.892799999999,4816.267649999998,4926.099098102124
2024-01-30T10:00:00-05:00,4929.52,4929.52,4919.06,4923,NaN,NaN,NaN,NaN,4913.598999999994,4893.4342,4817.113799999997,4925.083894168169
2024-01-30T10:30:00-05:00,4923.01,4924.56,4918.78,4921.79,NaN,NaN,NaN,NaN,4916.023999999994,4894.091399999999,4817.9079999999985,4924.246868634603
2024-01-30T11:00:00-05:00,4921.84,4926.25,4919.93,4925.72,NaN,1e+21,NaN,NaN,4918.6069999999945,4895.051799999998,4818.718849999998,4923.996664868926
2024-01-30T11:30:00-05:00,4925.75,4930.05,4925.04,4928.59,NaN,NaN,NaN,NaN,4921.703999999993,4896.006199999999,4819.671399999998,4924.48745890931
2024-01-30T12:00:00-05:00,4928.62,4929.84,4920.54,4920.9,NaN,NaN,1e+21,NaN,4923.441999999994,4897.015199999999,4820.565699999999,4924.717508752202
2024-01-30T12:30:00-05:00,4920.96,4921.72,4916.83,4919.03,NaN,NaN,NaN,NaN,4924.8699999999935,4898.015399999999,4821.463449999999,4924.233162829422
2024-01-30T13:00:00-05:00,4919.03,4924.46,4916.27,4924.07,NaN,NaN,NaN,NaN,4924.7669999999935,4899.125999999999,4822.334849999998,4923.906109126713
2024-01-30T13:30:00-05:00,4924.11,4925.29,4920.63,4922.28,NaN,NaN,NaN,NaN,4924.173999999994,4899.825199999999,4823.152899999999,4923.833570759793
2024-01-30T14:00:00-05:00,4922.29,4927.99,4919.95,4927.31,NaN,NaN,NaN,NaN,4924.1109999999935,4900.453999999999,4823.995199999999,4923.852800018343
2024-01-30T14:30:00-05:00,4927.39,4929.89,4926.54,4928.98,NaN,NaN,NaN,NaN,4924.166999999993,4901.288199999999,4824.83995,4924.165908736912
2024-01-30T15:00:00-05:00,4928.98,4931.09,4924.98,4929.15,NaN,NaN,NaN,NaN,4924.781999999994,4902.0062,4825.709349999999,4924.391960593044
2024-01-30T15:30:00-05:00,4929.15,4929.63,4922.92,4924.61,NaN,NaN,NaN,1e+21,4925.063999999993,4902.6708,4826.534599999999,4924.544732642155
2024-01-30T16:00:00-05:00,4924.33,4924.96,4924.33,4924.96,NaN,NaN,NaN,NaN,4924.987999999993,4903.533199999999,4827.39485,4924.570281979085
2024-01-31T09:30:00-05:00,4899.19,4906.75,4891.08,4893.07,NaN,NaN,NaN,NaN,4921.435999999993,4903.773199999999,4828.088049999999,4898.912056242718
2024-01-31T10:00:00-05:00,4892.76,4893.58,4886.79,4887.83,NaN,NaN,NaN,NaN,4918.1289999999935,4903.969999999998,4828.7557,4895.775244877226
2024-01-31T10:30:00-05:00,4887.72,4889.44,4879.14,4882.33,NaN,NaN,NaN,NaN,4914.4589999999935,4904.123999999999,4829.38625,4892.629885591236
2024-01-31T11:00:00-05:00,4882.36,4890.07,4882.13,4885.12,NaN,1e+21,NaN,NaN,4910.563999999993,4904.288199999999,4830.029299999999,4891.706165634973
2024-01-31T11:30:00-05:00,4885.5,4885.85,4878.84,4883.21,NaN,NaN,NaN,NaN,4906.656999999994,4904.3182,4830.6241,4890.519803544948
2024-01-31T12:00:00-05:00,4883.11,4888.69,4883.02,4887.98,NaN,NaN,1e+21,NaN,4902.723999999994,4904.464999999999,4831.243699999999,4890.121758025848
2024-01-31T12:30:00-05:00,4888.04,4888.59,4880.84,4888.5,NaN,NaN,NaN,NaN,4898.675999999994,4904.334199999999,4831.8426,4889.652456472167
2024-01-31T13:00:00-05:00,4888.47,4892.25,4885.64,4886.88,NaN,NaN,NaN,NaN,4894.448999999993,4904.188399999999,4832.453299999999,4889.6088622231
2024-01-31T13:30:00-05:00,4886.84,4891.68,4885.81,4889.25,NaN,NaN,NaN,NaN,4890.912999999994,4904.122799999999,4833.0696499999995,4889.5411598642695
2024-01-31T14:00:00-05:00,4889.24,4892.54,4871.94,4876.26,NaN,NaN,NaN,NaN,4886.042999999993,4903.700199999999,4833.6111,4888.523140363731
2024-01-31T14:30:00-05:00,4876.24,4904.74,4873.44,4880.07,NaN,NaN,NaN,NaN,4884.742999999993,4903.181399999999,4834.1579,4888.732175100228
2024-01-31T15:00:00-05:00,4880.67,4880.67,4852.16,4861.67,NaN,NaN,NaN,NaN,4882.126999999994,4902.3668,4834.61795,4885.830583710274
2024-01-31T15:30:00-05:00,4861.53,4862.42,4845.54,4845.98,NaN,NaN,NaN,1e+21,4878.491999999994,4901.23,4834.97585,4879.315414430647
2024-01-31T16:00:00-05:00,4845.15,4845.66,4845.15,4845.66,NaN,NaN,NaN,NaN,4874.545999999994,4900.1554,4835.2915,4872.136697397625
2024-02-01T09:30:00-05:00,4862.61,4872.11,4862.44,4866.18,NaN,NaN,NaN,NaN,4872.842999999995,4899.762199999999,4835.6757,4868.217162443847
2024-02-01T10:00:00-05:00,4861.96,4876.4,4857.83,4876.32,NaN,NaN,NaN,NaN,4871.676999999994,4899.503999999999,4836.161150000001,4868.969854144473
2024-02-01T10:30:00-05:00,4876.3,4876.59,4855.67,4855.67,NaN,NaN,NaN,NaN,4868.393999999995,4898.9114,4836.51605,4868.920235027252
2024-02-01T11:00:00-05:00,4855.69,4861.64,4853.52,4860.59,NaN,1e+21,NaN,NaN,4865.764999999994,4898.374999999999,4836.9017,4866.840160509976
2024-02-01T11:30:00-05:00,4860.68,4872.85,4860.68,4871.48,NaN,NaN,NaN,NaN,4863.987999999995,4897.8994,4837.35735,4867.0924758693955
2024-02-01T12:00:00-05:00,4871.54,4887.45,4871.54,4879.59,NaN,NaN,1e+21,NaN,4864.3209999999945,4897.6896,4837.92245,4868.70741792823
2024-02-01T12:30:00-05:00,4879.52,4896.83,4878.68,4888.51,NaN,NaN,NaN,NaN,4865.1649999999945,4897.6586,4838.57975,4870.587825586861
2024-02-01T13:00:00-05:00,4888.46,4889.22,4877.3,4885.09,NaN,NaN,NaN,NaN,4867.506999999995,4897.5412,4839.26695,4871.623226851744
2024-02-01T13:30:00-05:00,4884.95,4890.33,4879.5,4887.04,NaN,NaN,NaN,NaN,4871.612999999995,4897.352799999999,4839.9869499999995,4872.691154302567
2024-02-01T14:00:00-05:00,4888,4894.11,4886.89,4889.1,NaN,NaN,NaN,NaN,4875.956999999995,4897.288799999999,4840.70075,4874.035696468367
2024-02-01T14:30:00-05:00,4889.14,4900.26,4886.06,4899.86,NaN,NaN,NaN,NaN,4879.324999999995,4897.509599999999,4841.4181499999995,4875.460802516056
2024-02-01T15:00:00-05:00,4899.98,4904.44,4897.51,4901.81,NaN,NaN,NaN,NaN,4881.873999999995,4897.674999999999,4842.10455,4877.472492565268
2024-02-01T15:30:00-05:00,4901.86,4906.56,4895.79,4906.35,NaN,NaN,NaN,1e+21,4886.9419999999955,4897.859199999999,4842.763849999999,4881.612087162977
2024-02-01T16:00:00-05:00,4906.97,4906.97,4906.18,4906.18,NaN,NaN,NaN,NaN,4891.500999999995,4898.019199999999,4843.40695,4884.825182085875
2024-02-02T09:30:00-05:00,4916.06,4925.11,4907.99,4920.79,NaN,NaN,NaN,NaN,4896.431999999995,4898.484199999999,4844.088449999999,4915.666794617831
2024-02-02T10:00:00-05:00,4919.64,4928.4,4915.07,4923.8,NaN,NaN,NaN,NaN,4900.852999999995,4898.9624,4844.82895,4917.68435831776
2024-02-02T10:30:00-05:00,4923.9,4939.18,4918.57,4937.03,NaN,NaN,NaN,NaN,4905.704999999995,4899.750599999999,4845.6155,4920.857312979878
2024-02-02T11:00:00-05:00,4937.19,4944.48,4932.11,4944.41,NaN,1e+21,NaN,NaN,4911.636999999995,4900.5684,4846.4364,4923.481884997071
2024-02-02T11:30:00-05:00,4944.18,4955.62,4944.18,4950.84,NaN,NaN,NaN,NaN,4918.016999999994,4901.490199999999,4847.2519,4927.054633622445
2024-02-02T12:00:00-05:00,4950.88,4959.04,4947.29,4958.75,NaN,NaN,1e+21,NaN,4924.9819999999945,4902.163199999999,4848.1413999999995,4929.638994376945
2024-02-02T12:30:00-05:00,4958.75,4961.13,4938.36,4950.99,NaN,NaN,NaN,NaN,4930.094999999996,4902.618799999999,4849.025,4931.6225712781525
2024-02-02T13:00:00-05:00,4951.03,4959.8,4950.55,4952.57,NaN,NaN,NaN,NaN,4935.170999999995,4903.1114,4849.87705,4933.518992593956
2024-02-02T13:30:00-05:00,4952.56,4958.72,4948.81,4957.94,NaN,NaN,NaN,NaN,4940.3299999999945,4903.701799999999,4850.803,4935.007114076396
2024-02-02T14:00:00-05:00,4957.98,4968.49,4957.98,4964.73,NaN,NaN,NaN,NaN,4946.184999999995,4904.5364,4851.74925,4937.034528748009
2024-02-02T14:30:00-05:00,4964.58,4971.93,4964.14,4971.69,NaN,NaN,NaN,NaN,4951.274999999995,4905.534399999999,4852.7187,4939.250033075164
2024-02-02T15:00:00-05:00,4971.91,4975.29,4966.98,4973.87,NaN,NaN,NaN,NaN,4956.281999999995,4906.497399999998,4853.6766,4941.705632798867
2024-02-02T15:30:00-05:00,4973.88,4973.88,4958.36,4958.99,NaN,NaN,NaN,1e+21,4958.477999999994,4907.105399999999,4854.54135,4945.427419585786
2024-02-02T16:00:00-05:00,4958.55,4958.63,4958.55,4958.62,NaN,NaN,NaN,NaN,4959.898999999995,4907.859799999999,4855.4062,4947.0834396470045
2024-02-05T09:30:00-05:00,4957.19,4957.19,4944.68,4950.33,NaN,NaN,NaN,NaN,4959.847999999994,4908.485799999999,4856.2621,4949.140218445419
2024-02-05T10:00:00-05:00,4947.8,4948.07,4923.47,4928.94,NaN,NaN,NaN,NaN,4956.866999999994,4908.583199999999,4857.01565,4942.868090406667
2024-02-05T10:30:00-05:00,4928.68,4930.23,4918.09,4923.85,NaN,NaN,NaN,NaN,4954.152999999994,4908.614599999999,4857.71925,4938.471835647559
